Organization ID,Organization Name,address,State,Zip Code,summary
5183,Plymouth Housing Group (PHG),2205 1ST AVE,WA,98121,PSH
5183,Plymouth Housing Group (PHG),281 PONTIUS AVE N,WA,98109,PSH
5183,Plymouth Housing Group (PHG),317 MARION ST,WA,98104,PSH
5183,Plymouth Housing Group (PHG),619 3RD AVE,WA,98104,PSH
5183,Plymouth Housing Group (PHG),701 CHERRY ST,WA,98104,PSH
5183,Plymouth Housing Group (PHG),94 BAY ST,WA,98121,PSH
5190,Porter Starke CMHC,601 WALL ST,IN,46383,PSH
5191,Portsmouth Volunteers for the Homeless,"800 WILLIAMSBURG AVENUE, SUITE B",VA,23704,ES
5196,Praxis Housing Initiative,130 WEST 29TH STREET,NY,10001,PSH
5196,Praxis Housing Initiative,2264 LORING PLACE NORTH,NY,10468,PSH
5196,Praxis Housing Initiative,2598 3RD AVENUE,NY,10454,PSH
5196,Praxis Housing Initiative,369 EAST 148TH STREET,NY,10455,PSH
5196,Praxis Housing Initiative,4339 WHITE PLAINS RD,NY,10466,PSH
5197,Presbyterian Night Shelter,1201 E 13TH STREET,TX,76102,ES
5197,Presbyterian Night Shelter,1500 E PRESIDIO ST,TX,76102,SH
5197,Presbyterian Night Shelter,2320 CYPRESS ST,TX,76102,TH
5197,Presbyterian Night Shelter,2400 CYPRESS ST,TX,76102,"ES, PSH, RRH"
5197,Presbyterian Night Shelter,2401 CYPRESS ST,TX,76102,ES
5207,Progress Foundation,200 HARTLE CT,CA,94559,"PSH, TH"
5210,Project Care,218 VIOLA ST,SC,29601,ES
5212,Project HOME,1212 LUDLOW STREET,PA,19107,PSH
5212,Project HOME,1315 W. HUNTING PARK,PA,19140,"ES, PSH"
5212,Project HOME,1415 FAIRMOUNT AVENUE,PA,19130,PSH
5212,Project HOME,1440 N BROAD STREET,PA,19121,"ES, PSH"
5212,Project HOME,1515 FAIRMOUNT AVENUE,PA,19130,PSH
5212,Project HOME,1523 FAIRMOUNT AVENUE,PA,19130,PSH
5212,Project HOME,1850 N CROSKEY STREET,PA,19121,"ES, PSH"
5212,Project HOME,1901 N JUDSON STREET,PA,19121,PSH
5212,Project HOME,1929 SANSOM STREET,PA,19103,PSH
5212,Project HOME,2042 ARCH STREET,PA,19103,"ES, SH"
5212,Project HOME,2101 W VENANGO STREET,PA,19140,PSH
5212,Project HOME,2627 W DIAMOND STREET,PA,19121,PSH
5212,Project HOME,2628 W DIAMOND STREET,PA,19121,PSH
5212,Project HOME,2729 W DIAMOND STREET,PA,19121,PSH
5212,Project HOME,4133 CHESTNUT ST,PA,19104,SH
5212,Project HOME,4133 CHESTNUT STREET,PA,19104,"ES, SH"
5213,Project Hospitality,100 PARK AVE,NY,10310,"PSH, TH"
5213,Project Hospitality,100 PARK AVENUE,NY,10302,PSH
5213,Project Hospitality,103 TARGEE ST,NY,10301,PSH
5213,Project Hospitality,1540 CASTLETON AVENUE,NY,10314,TH
5213,Project Hospitality,38 GARY COURT,NY,10314,TH
5214,Project New Hope,940 ATLANTIC AVENUE,CA,90813,TH
5217,Project Oz,1105 W FRONT ST,IL,61701,"ES, TH"
5222,Project Vida,3607 RIVERA AVE,TX,79905,"PSH, RRH"
5227,Provincetown Housing Authority,214 BRADFORD,MA,2657,PSH
5231,Quad Area CAA,12057 SALLIE KINCHEN RD,LA,70401,TH
5235,Human Services Agency,1732 S LEWIS RD,CA,93012,TH
5235,Human Services Agency,855 PARTRIDGE DR,CA,93003,RRH
5237,Rainbow Village Inc.,3427 DULUTH HIGHWAY 120,GA,30096,TH
5239,New Hope Housing Inc.,3704 2ND ST S,VA,22204,PSH
5242,New Horizons for New Hampshire,199 MANCHESTER ST,NH,3103,"ES, PSH"
5242,New Horizons for New Hampshire,434 UNION ST,NH,3103,ES
5252,New London Homeless Hospitality Center,51 MOUNTAIN AVE # 53,CT,6320,"PSH, TH"
5252,New London Homeless Hospitality Center,51-53 MOUNTAIN AVENUE,CT,6320,TH
5252,New London Homeless Hospitality Center,730 STATE PIER RD,CT,6320,ES
5253,New Orleans Women and Children's Shelter,2020 S LIBERTY ST,LA,70113,"ES, TH"
5253,New Orleans Women and Children's Shelter,2407 BARONNE ST,LA,70113,ES
5254,New Reidsville Housing Authority (Rockingham),924 THIRD AVE,NC,27320,PSH
5263,NIEH,172 1ST ST,NY,12550,"RRH, TH"
5270,North Central WV Community Action Association,1304 GOOSE RUN RD,WV,26554,RRH
5270,North Central WV Community Action Association,215 SCOTT PL,WV,26554,"ES, TH"
5270,North Central WV Community Action Association,417 CORBIN PL,WV,26554,PSH
5270,North Central WV Community Action Association,938 S DAVIS AVE,WV,26241,"ES, RRH"
5274,North Shore Community Action Program,119 FOSTER ST BLDG 13,MA,1960,"ES, TH"
5274,North Shore Community Action Program,SCATTERED SITES,MA,1960,TH
5277,Northeast Kansas Community Action Program (NEK-CAP) Inc.,1260 220TH ST,KS,66434,RRH
5278,Northeast Kingdom Community Action,115 LINCOLN ST,VT,5819,"ES, RRH"
5278,Northeast Kingdom Community Action,216 HILL ST,VT,5855,TH
5278,Northeast Kingdom Community Action,70 MAIN ST,VT,5855,"ES, RRH"
5283,Northern Nevada Adult Mental Health Services,480 GALLETTI WAY,NV,89431,PSH
5285,Northern Valley Catholic Service,101 SILVER DOLLAR WAY,CA,95928,PSH
5286,Northland Family Help Center,2532 N FOURTH STREET #506,AZ,86004,ES
5286,Northland Family Help Center,"2532 N, 4TH ST.  SUITE 506",AZ,86004,ES
5289,Northwest Philadelphia Interfaith Hospitality Network,6730 TORRESDALE AVE,PA,19135,"ES, TH"
5301,Oakland Catholic Worker,4848 INTERNATIONAL BLVD,CA,94601,ES
5306,Ocean's Harbor House,2445 WINDSOR AVE,NJ,8753,ES
5306,Ocean's Harbor House,808 CONIFER ST,NJ,8753,TH
5308,HOPE Services Hawaii,110 ULULANI ST,HI,96720,ES
5308,HOPE Services Hawaii,115 KAPIOLANI ST,HI,96720,ES
5308,HOPE Services Hawaii,1495 KULEANA PL,HI,96720,TH
5308,HOPE Services Hawaii,15-3003 PAHOA VILLAGE ROAD,HI,96778,ES
5308,HOPE Services Hawaii,168 HOLOMUA STREET,HI,96720,ES
5308,HOPE Services Hawaii,189 WILDER RD,HI,96720,TH
5308,HOPE Services Hawaii,296 KILAUEA AVE,HI,96720,"PSH, RRH"
5308,HOPE Services Hawaii,74-5593 PAWAI PL,HI,96740,ES
5308,HOPE Services Hawaii,74-5593 PAWAI PLACE,HI,96740,PSH
5310,Ogden City Housing Authority,1100 GRANT AVE,UT,84404,PSH
5311,Ohio Valley Goodwill,10600 SPRINGFIELD PIKE,OH,45215,TH
5313,Ojai Valley,409 TOPA TOPA DR,CA,93023,ES
5315,Okmulgee County Homeless Shelter,214 N MORTON AVE,OK,74447,ES
5316,Old Colony Y,137 NEWBURY ST,MA,2301,ES
5316,Old Colony Y,15A BOLTON PL,MA,2301,ES
5316,Old Colony Y,320 MAIN ST,MA,2301,PSH
5316,Old Colony Y,40 FATHER KENNEY WAY,MA,2301,ES
5317,Old Savannah City Mission,2414 BULL ST,GA,31401,"ES, TH"
5318,Zumbro Valley Health Center,310 31ST ST NE,MN,55906,OPH
5318,Zumbro Valley Health Center,343 WOODLAKE DR SE,MN,55904,"OPH, PSH"
5318,Zumbro Valley Health Center,950 11TH AVE NW,MN,55901,OPH
5320,OnTrack Inc,1900 HOMEVIEW DR,OR,97501,PSH
5324,Open Door Community House,2405 2ND AVE,GA,31901,TH
5325,Open Hearth Ministries,414 SPRING ST,WA,98372,ES
5329,Operation Dignity,1504 FRANKLIN ST,CA,94612,"SH, TH"
5329,Operation Dignity,585 8TH ST,CA,94607,"ES, PSH"
5333,Operation Stand Down,1006 HARTFORD AVE,RI,2919,PSH
5333,Operation Stand Down,1008 HARTFORD AVE,RI,2919,PSH
5333,Operation Stand Down,1010 HARTFORD AVE,RI,2919,PSH
5333,Operation Stand Down,1010 HARTFORD AVENUE,RI,2919,RRH
5333,Operation Stand Down,22 MILTON ST,RI,2919,TH
5333,Operation Stand Down,5 CONVENT ST,RI,2908,PSH
5333,Operation Stand Down,790 PROVIDENCE ST,RI,2893,PSH
5334,Opportunity House,16 ELIZABETH ST,WV,26201,PSH
5338,Orange County Rescue Mission,1 HOPE DR,CA,92782,"ES, TH"
5338,Orange County Rescue Mission,14751 NEWPORT AVE,CA,92780,TH
5338,Orange County Rescue Mission,18682 E PEARL AVE,CA,92869,TH
5338,Orange County Rescue Mission,367 S LEMON ST,CA,92866,TH
5338,Orange County Rescue Mission,8657 WHITAKER ST,CA,90621,TH
5341,OTR Community Housing,120-126 E. CLIFTON AVE.,OH,45202,PSH
5341,OTR Community Housing,1225 VINE ST,OH,45202,PSH
5341,OTR Community Housing,1300 VINE ST,OH,45202,PSH
5341,OTR Community Housing,219 ODEON ST,OH,45202,PSH
5341,OTR Community Housing,223 W 15TH,OH,45202,PSH
5341,OTR Community Housing,2401 READING RD,OH,45202,PSH
5343,Our Family Services,2590 N ALVERNON WAY,AZ,85712,"ES, RRH"
5343,Our Family Services,2900 N ALVERNON WAY,AZ,85712,RRH
5343,Our Family Services,3552 N STONE AVE,AZ,85705,"ES, RRH, TH"
5343,Our Family Services,3807 E BLACKLIDGE DR,AZ,85716,"PSH, RRH, TH"
5343,Our Family Services,3813 E 2ND ST,AZ,85716,ES
5345,Our Father's House,18 CAVITE ST,MA,1434,ES
5347,Options for Community Living,202 E MAIN ST,NY,11787,PSH
5356,Oriana House,885 E BUCHTEL AVE,OH,44305,PSH
5359,Our Friend's Place,2501 OAK LAWN AVE STE 500,TX,75219,TH
5366,Oxnard Housing Authority,435 S D ST,CA,93030,PSH
5368,PAACA Inc.,78 INDEPENDENT STREET43 HOLLY STREET,MA,2740,PSH
5370,PADS of Elgin,1730 BERKLEY ST,IL,60123,ES
5371,Pajaro Rescue Mission,111 RAILROAD AVE,CA,95076,ES
5384,Passage Home,3212 JOBS JOURNEY CT,NC,27610,"PSH, RRH"
5384,Passage Home,513 BRANCH ST,NC,27601,"PSH, RRH"
5385,Passaic County DHS,601 E 18TH ST,NJ,7501,PSH
5388,The Path of Citrus County,23 S MELBOURNE ST,FL,34465,TH
5388,The Path of Citrus County,29 S MELBOURNE ST,FL,34465,ES
5389,Path of Life Ministries Inc,2530 3RD ST,CA,92507,ES
5389,Path of Life Ministries Inc,2840 HULEN PL,CA,92507,ES
5389,Path of Life Ministries Inc,36700 PICKFAIR ST,CA,92240,"ES, RRH"
5390,Pathway Homes,1546 SCANDIA CIRCLE,VA,20190,PSH
5390,Pathway Homes,2833 FAIRHAVEN AVENUE,VA,22303,PSH
5390,Pathway Homes,3221 WEST OX ROAD,VA,20171,PSH
5390,Pathway Homes,4024 HIRST DRIVE,VA,22003,PSH
5390,Pathway Homes,4449 ELAN COURT,VA,22003,PSH
5390,Pathway Homes,6140 JOUST LANE,VA,22315,PSH
5392,Pathways Inc.,409 RICHARD ARRINGTON JR BLVD N,AL,35203,SH
5400,Peaceful Living,UNAVAILABLE,WA,98605,ES
5402,Penates,11 HAGEN ST,NY,11717,ES
5402,Penates,1373 N CLINTON AVE,NY,11706,ES
5402,Penates,184 DIXON AVE,NY,11701,ES
5402,Penates,23 BARBARA AVE,NY,11776,ES
5402,Penates,326 RAILROAD AVE,NY,11934,ES
5403,Penn Foundation,807 LAWN AVE,PA,18960,TH
5405,People Assisting the Homeless (PATH),1215 LODI PLACE.,CA,90038,ES
5405,People Assisting the Homeless (PATH),12426 WHITTIER BLVD.,CA,90602,RRH
5405,People Assisting the Homeless (PATH),12426 WHITTIER BLVD.Q,CA,90602,RRH
5405,People Assisting the Homeless (PATH),1533 SCHRADER BLVD.,CA,90028,ES
5405,People Assisting the Homeless (PATH),1800 W. 11TH ST.,CA,90006,PSH
5405,People Assisting the Homeless (PATH),1920 W. 3RD ST.,CA,90057,ES
5405,People Assisting the Homeless (PATH),2346 COTNER AVE.,CA,90064,"ES, RRH"
5405,People Assisting the Homeless (PATH),3323 W. WASHINGTON BLVD.,CA,90018,"ES, RRH"
5405,People Assisting the Homeless (PATH),340 N MADISON AVE.,CA,90004,ES
5405,People Assisting the Homeless (PATH),340 N. MADISON AVE.,CA,90028,"ES, OPH, PSH, RRH"
5405,People Assisting the Homeless (PATH),4055 E. OLYMPIC BLVD.,CA,90023,RRH
5405,People Assisting the Homeless (PATH),5627 FERNWOOD AVE.,CA,90028,RRH
5405,People Assisting the Homeless (PATH),SPA 7,CA,90602,RRH
5408,Perspectives Inc.,3381 GORHAM AVE,MN,55426,"PSH, TH"
5412,Philadelphia Center,740 AUSTEN PL,LA,71101,PSH
5415,Phillips Brooks House Assoc.,3 CHURCH ST,MA,2138,ES
5415,Phillips Brooks House Assoc.,66 WINTHROP ST,MA,2138,ES
5416,Phoenix Center,109 E LAWRENCE AVE,IL,62704,TH
5420,Phoenix Health Programs Inc.,90 E LESLIE LN,MO,65202,"ES, PSH, RRH"
5421,PIBLY,2425 WESTCHESTER AVE,NY,10461,PSH
5421,PIBLY,465 E TREMONT,NY,10457,PSH
5421,PIBLY,514 CONCORD AVE,NY,10455,TH
5421,PIBLY,782 UNION AVE,NY,10455,PSH
5421,PIBLY,812 WESTCHESTER AVE,NY,10455,PSH
5423,Pigeon Trustee Office,907 SE 8TH ST,IN,47713,ES
5429,Portland Rescue Mission,111 W BURNSIDE ST,OR,97209,ES
5431,Positive Health Care,333 WASHINGTON ST,NJ,7102,ES
5431,Positive Health Care,782 S 13TH ST # 784,NJ,7108,PSH
5432,Positive Images,123 E GRAND BLVD,MI,48208,TH
5432,Positive Images,13340 E WARREN AVE,MI,48215,TH
5432,Positive Images,4875 COPLIN ST,MI,48215,TH
5434,Poverello Center Inc.,1110 W BROADWAY ST,MT,59802,"ES, TH"
5437,Primavera Foundation,151 W 40TH ST,AZ,85713,"ES, RRH"
5437,Primavera Foundation,151 W. 40TH ST,AZ,85713,TH
5437,Primavera Foundation,200 E BENSON HWY,AZ,85713,ES
5437,Primavera Foundation,602 W WILLIAMS ST,AZ,85705,"ES, RRH"
5448,Project ECHO,484 MAIN STREET,MD,20678,ES
5451,Project Renewal,3114 VILLA AVE,NY,10468,PSH
5451,Project Renewal,351 WEST 42ND STREET,NY,10036,PSH
5451,Project Renewal,491 FLETCHER AVE,NY,10457,TH
5451,Project Renewal,501 W 152ND ST,NY,10031,PSH
5451,Project Renewal,502 W 152ND ST,NY,10031,PSH
5451,Project Renewal,502 W. 152ND ST.,NY,10031,PSH
5451,Project Renewal,502 WEST 152ND STREET,NY,10031,PSH
5451,Project Renewal,626 ST. NICHOLAS AVE,NY,10030,PSH
5451,Project Renewal,646 ST. NICHOLAS AVENUE,NY,10030,PSH
5454,Project Timothy,249 E. MAIN,WA,99328,ES
5455,Prologue,3 MILLFORD MILL RD,MD,21208,"PSH, RRH"
5457,Promise House,224 W PAGE AVE,TX,75228,"ES, RRH, TH"
5459,Providence Center,528 NORTH MAIN STREET,RI,2903,"OPH, PSH"
5459,Providence Center,530 N MAIN ST,RI,2904,PSH
5459,Providence Center,530 NORTH MAIN STREET,RI,2904,PSH
5459,Providence Center,777 RIVER AVE,RI,2908,TH
5461,Providence House,814 COTTON ST,LA,71101,ES
5461,Providence House,841 COTTON ST,LA,71101,RRH
5462,Providence House Inc.,89 SICKLES AVE,NY,10801,ES
5464,Providence Rescue Mission,627 CRANSTON ST,RI,2907,ES
5465,Provo City Housing Authority,650 WEST 100 NORTH,UT,84601,PSH
5466,PR Department of Housing,606 BARBOSA AVE.P.O. BOX 21365,PR,928,PSH
5468,Range Mental Health Center,201 N. 5TH AVE,MN,55792,PSH
5468,Range Mental Health Center,3110 4TH AVE W,MN,55746,PSH
5479,Recovery House,770 GOLDING RD,MS,39702,"ES, TH"
5481,Recovery Place,416 W GASTON ST,GA,31401,TH
5481,Recovery Place,466 MARTIN LUTHER KING BLVD,GA,31401,TH
5484,Red Lake Homeless Shelter,15851 MAIN AVENUE,MN,56671,TH
5484,Red Lake Homeless Shelter,PO BOX 280,MN,56671,OPH
5486,Red Rock Behavioral Health Services,4400 N LINCOLN BLVD,OK,73105,"ES, PSH, TH"
5490,ReEntry House,5812 LYNDALE AVE S,MN,55419,"OPH, PSH"
5490,ReEntry House,5812 LYNDALE AVENUE S,MN,55417,PSH
5491,Refuge of Hope Ministries,405 3RD ST NE,OH,44702,ES
5497,Religious Community Services,1552 S MYRTLE AVE,FL,33756,ES
5498,Religious Community Services (Craven),919 GEORGE ST,NC,28560,ES
5500,CASL,1334 SAN SOUCI DR,FL,33919,PSH
5500,CASL,1820 PAUL ST.,FL,33901,PSH
5500,CASL,3821 BROADWAY,FL,33901,PSH
5502,Reno Sparks Gospel Mission,1135 TERMINAL WAY,NV,89502,TH
5502,Reno Sparks Gospel Mission,315 RECORD ST,NV,89512,"ES, TH"
5503,Rescue Mission,830 N 19TH ST,WI,53233,ES
5504,Rescue Mission,12 CARROLL ST,NJ,8609,PSH
5504,Rescue Mission,300 S CLINTON AVE,NJ,8609,PSH
5504,Rescue Mission,505 PERRY ST,NJ,8618,PSH
5504,Rescue Mission,89 EWING ST,NJ,8609,ES
5504,Rescue Mission,98 CARROLL ST,NJ,8609,TH
5513,Respond Now,1439 EMERALD AVE,IL,60411,RRH
5516,Responsibility House,1799 STUMPF BLVD BLDG 7 STE 2,LA,70056,PSH
5518,"reStart, Inc.",1444 E 8TH ST,MO,64106,"PSH, RRH"
5518,"reStart, Inc.",3244 HARRISON ST APT 13,MO,64109,PSH
5518,"reStart, Inc.",3511 FOREST AVE APT 303,MO,64109,"PSH, TH"
5518,"reStart, Inc.",650 MINNESOTA AVE,KS,66101,RRH
5518,"reStart, Inc.",918 E 9TH ST,MO,64106,"ES, PSH, RRH, TH"
5519,Cornerstones,1025 KNIGHT LANE,VA,20170,OPH
5519,Cornerstones,11975 BOWMAN TOWNE DR,VA,20190,"ES, RRH"
5519,Cornerstones,12180 SANIBEL COURT,VA,20191,"OPH, RRH"
5520,Restoration Society,241 GENESEE ST,NY,14204,ES
5520,Restoration Society,66 ENGLEWOOD,NY,14214,"PSH, RRH"
5522,Richmond Behavioral Health Authority,107 S 5TH ST,VA,23219,"PSH, TH"
5530,Robertson Co. Government,531 S BROWN ST,TN,37172,PSH
5533,Rockland County DSS,50 SANATORIUM RD,NY,10970,"ES, PSH, RRH"
5535,Room at the Inn,205 E. SHORT STREET LEXINGTON,KY,40507,ES
5543,RS Eden,101 18TH AVE N,MN,55371,PSH
5544,"Rumford Group Homes, Inc.",139 FRANKLIN ST,ME,4276,PSH
5544,"Rumford Group Homes, Inc.",246 PINE ST,ME,4276,ES
5544,"Rumford Group Homes, Inc.",247 STRAFFORD AVE,ME,4276,PSH
5544,"Rumford Group Homes, Inc.",25 DEERING ST,ME,4268,ES
5544,"Rumford Group Homes, Inc.",26 HAYDEN AVE,ME,4268,PSH
5544,"Rumford Group Homes, Inc.",49 WASHINGTON ST,ME,4276,PSH
5544,"Rumford Group Homes, Inc.",524 PROSPECT AVE,ME,4276,ES
5545,RUPCO,289 FAIR ST,NY,12401,RRH
5545,RUPCO,434 HASBROUCK AVE # 438,NY,12401,OPH
5546,Rural Alaska Community Action Program (RurAL CAP),100 DAVIS STREET,AK,99508,PSH
5546,Rural Alaska Community Action Program (RurAL CAP),1104 E 5TH AVE,AK,99501,PSH
5546,Rural Alaska Community Action Program (RurAL CAP),1905 E 4TH AVE,AK,99501,PSH
5546,Rural Alaska Community Action Program (RurAL CAP),207 MULDOON RD,AK,99508,TH
5546,Rural Alaska Community Action Program (RurAL CAP),325 E 3RD AVE,AK,99501,PSH
5546,Rural Alaska Community Action Program (RurAL CAP),3726 PETERKIN AVE,AK,99501,PSH
5546,Rural Alaska Community Action Program (RurAL CAP),400 NORTH LANE,AK,99501,PSH
5547,Rural Community Action Ministries,446 RIVER RD,ME,4263,TH
5547,Rural Community Action Ministries,8 SAND HILL ROAD,ME,4263,ES
5547,Rural Community Action Ministries,87 CHURCH HILL RD,ME,4263,PSH
5552,Ruth Meier's Hospitality House,1100 E BLVD,ND,58501,TH
5558,Cottage Housing Inc.,1500 A ST,CA,95811,PSH
5558,Cottage Housing Inc.,5836 DUDLEY BLVD,CA,95652,PSH
5560,Sacramento Self Help Housing,1250 SUTTERVILLE RD,CA,95822,"PSH, TH"
5560,Sacramento Self Help Housing,1250 SUTTERVILLE ROAD,CA,95822,PSH
5561,Sacred Heart House of Denver,2844 LAWRENCE ST,CO,80205,"ES, TH"
5570,Safe Haven Family Shelter,1234 3RD AVE S,TN,37210,"ES, RRH"
5573,Safe Horizon,1868 AMSTERDAM AVENUE,NY,10031,ES
5586,Christopher Youth Center (formerly Our House),205 SMITH AVE,LA,71203,"ES, RRH, TH"
5586,Christopher Youth Center (formerly Our House),205 SMITH AVE.,LA,71203,TH
5587,Our Lady of the Lake Regional Medical Center,5000 HENNESSY BLVD,LA,70808,PSH
5593,Ozone House,1705 WASHTENAW AVE,MI,48104,"ES, PSH, RRH"
5593,Ozone House,508 MILLER AVE,MI,48103,TH
5594,Samaritan Center,280 ROYAL AVE,CA,93065,ES
5596,Pacific Clinics,1395 E ORANGE GROVE BLVD,CA,91104,PSH
5596,Pacific Clinics,691 E WASHINGTON BLVD,CA,91104,ES
5597,Palm Beach County Board of County Commissioners,810 DATURA ST,FL,33401,RRH
5606,Partners In Housing,455 GOLD PASS HEIGHTS,CO,80906,"RRH, TH"
5606,Partners In Housing,455 GOLD PASS HTS,CO,80906,RRH
5611,Paterson Task Force,36 CIRCLE AVE,NJ,7522,ES
5617,Pathway Living Center (PLC),215 N 3RD ST,IA,52732,TH
5617,Pathway Living Center (PLC),416 11TH AVE S,IA,52732,"ES, TH"
5617,Pathway Living Center (PLC),562 2ND AVE S,IA,52732,PSH
5629,Peninsula Rescue Mission,3700 HUNTINGTON AVE,VA,23607,"ES, TH"
5630,Penndel Mental Health Center Inc.,1100 NEWPORTVILLE RD,PA,19021,PSH
5630,Penndel Mental Health Center Inc.,1517 DURHAM RD,PA,19047,PSH
5630,Penndel Mental Health Center Inc.,73 GOLDENGATE RD,PA,19057,PSH
5632,PEOPLe,510 HAIGHT AVE,NY,12603,PSH
5634,People Inc.,700 8TH ST. E,MN,55101,PSH
5636,People's Emergency Center,310 N 41ST STREET,PA,19104,PSH
5636,People's Emergency Center,325 N 39TH STREET,PA,19104,TH
5636,People's Emergency Center,3803 BRANDYWINE STREET,PA,19104,PSH
5636,People's Emergency Center,3811 BRANDYWINE STREET,PA,19104,PSH
5636,People's Emergency Center,3846 HAVERFORD AVE,PA,19104,PSH
5636,People's Emergency Center,3900 HAVERFORD AVENUE,PA,19104,PSH
5636,People's Emergency Center,3902 SPRING GARDEN,PA,19104,ES
5636,People's Emergency Center,3902 SPRING GARDEN STREET,PA,19104,"ES, TH"
5636,People's Emergency Center,3934 LANCASTER AVENUE,PA,19104,PSH
5636,People's Emergency Center,3942 LANCASTER AVENUE,PA,19104,PSH
5636,People's Emergency Center,4226 POWELTON AVENUE,PA,19104,PSH
5636,People's Emergency Center,611 N 40TH STREET,PA,19104,PSH
5636,People's Emergency Center,614 N 40TH STREET,PA,19104,PSH
5637,Peoples Place II,3 VERA'S WAY,DE,19904,TH
5637,Peoples Place II,381 STATE COLLEGE RD,DE,19901,ES
5640,Peoria Rescue Ministries,601 SW ADAMS ST,IL,61602,"ES, TH"
5640,Peoria Rescue Ministries,6847 N ALLEN RD,IL,61614,TH
5640,Peoria Rescue Ministries,6847 N. ALLEN ROAD,IL,61614,ES
5641,Pesach Tikvah,340 BROADWAY,NY,11211,PSH
5645,Phipps Houses,912 E 178TH ST,NY,10460,PSH
5645,Phipps Houses,927-29 CORTLANDT AVE,NY,10461,PSH
5648,Phoenix Shanti Group,1108 E CAMPBELL AVE,AZ,85014,TH
5648,Phoenix Shanti Group,844 E HIGHLAND AVE,AZ,85014,PSH
5654,Region XII Commission on Mental Health and Retardation,4507 U S HIGHWAY 49,MS,39401,TH
5656,Pineland CSB,103 E PARRISH ST,GA,30458,PSH
5657,Pioneer Center,4100 VETERANS PKWY,IL,60050,TH
5657,Pioneer Center,480 W JACKSON ST,IL,60098,PSH
5657,Pioneer Center,503 LAWNDALE AVE,IL,60098,PSH
5659,Pioneer Human Services,206 S POST ST,WA,99201,ES
5660,Pioneer Resources,2335 JARMAN ST,MI,49444,PSH
5662,PLACES,11 W MONUMENT AVE,OH,45402,PSH
5664,Plumb Place Inc.,224 E 6TH AVE,KS,66801,"ES, TH"
5665,Beacon Interfaith Housing Collaborative,1808 EMERSON AVE N,MN,55411,"ES, TH"
5665,Beacon Interfaith Housing Collaborative,18255 45TH AVENUE N,MN,55442,PSH
5665,Beacon Interfaith Housing Collaborative,1920 LASALLE AVE,MN,55403,PSH
5665,Beacon Interfaith Housing Collaborative,1926 3RD AVE S,MN,55404,PSH
5665,Beacon Interfaith Housing Collaborative,2700 E LAKE ST #3350,MN,55406,PSH
5665,Beacon Interfaith Housing Collaborative,3146 CEDAR AVE S,MN,55407,OPH
5665,Beacon Interfaith Housing Collaborative,3330 W 66TH ST,MN,55435,TH
5665,Beacon Interfaith Housing Collaborative,3330 W. 66TH ST,MN,55435,OPH
5665,Beacon Interfaith Housing Collaborative,3710 NICOLLET AVE,MN,55409,"PSH, TH"
5665,Beacon Interfaith Housing Collaborative,813 N 5TH ST,MN,55401,PSH
5665,Beacon Interfaith Housing Collaborative,951 LOWRY AVE NE,MN,55418,PSH
5668,Polk County House of Hope,434 S SPRINGFIELD AVE,MO,65613,RRH
5671,Porchlight Inc.,116 W WASHINGTON AVE,WI,53703,"ES, OPH"
5671,Porchlight Inc.,1202 SPRING ST,WI,53715,"PSH, TH"
5671,Porchlight Inc.,1702 THIERER RD,WI,53704,PSH
5671,Porchlight Inc.,2718 PHEASANT RIDGE TRL,WI,53713,PSH
5671,Porchlight Inc.,306 N BROOKS ST,WI,53715,OPH
5671,Porchlight Inc.,3507 ANDERSON ST,WI,53704,OPH
5671,Porchlight Inc.,4002 NAKOOSA TRL,WI,53714,PSH
5676,Portsmouth Christian Outreach Ministries,910 7TH ST,VA,23704,"PSH, TH"
5678,Positively Living,1501 E 5TH AVE,TN,37917,PSH
5679,Postgraduate Center for Mental Health,1401 TELER AVE,NY,10456,PSH
